intern_id,department,location,duration,mentor_meetings,status
1251,Data Science,Illinois,3,1,Completed
1252,Marketing,Alaska,3,7,Completed
1253,Marketing,Texas,6,7,Dropped Out
1254,Design,New Jersey,3,8,Completed
1255,Marketing,Alaska,9,10,Dropped Out
1256,Marketing,New Jersey,6,5,Dropped Out
1257,HR,Hawaii,6,10,Dropped Out
1258,Data Science,Washington,3,9,Completed
1259,Design,New York,3,9,Dropped Out
1260,HR,Washington,3,8,Completed
1261,Engineering,Nebraska,3,6,Completed
1262,Data Science,New York,3,6,Completed
1263,Data Science,New York,9,1,Dropped Out
1264,Engineering,California,3,6,Completed
1265,Marketing,New York,3,4,Dropped Out
1266,HR,Illinois,3,4,Dropped Out
1267,Web Dev,Washington,3,2,Completed
1268,Design,Hawaii,9,4,Dropped Out
1269,Web Dev,New Jersey,3,5,Completed
1270,Engineering,Nebraska,3,5,Completed
1271,Data Science,New York,6,5,Completed
1272,Data Science,Nebraska,3,4,Completed
1273,Design,Hawaii,3,1,Dropped Out
1274,Data Science,Nebraska,3,10,Completed
1275,Data Science,Hawaii,3,8,Completed
1276,Design,New York,3,3,Completed
1277,HR,Hawaii,3,2,Completed
1278,HR,New York,9,9,Completed
1279,Design,California,3,7,Dropped Out
1280,Engineering,California,6,9,Completed
1281,Data Science,Hawaii,6,2,Completed
1282,Data Science,California,6,9,Completed
1283,Engineering,New Jersey,3,10,Completed
1284,HR,New Jersey,3,9,Completed
1285,Marketing,California,6,9,Completed
1286,Marketing,California,6,10,Dropped Out
1287,Marketing,Texas,6,10,Completed
1288,HR,Texas,3,4,Completed
1289,HR,New York,9,10,Dropped Out
1290,Engineering,Hawaii,3,3,Dropped Out
1291,Data Science,Michigan,3,6,Completed
1292,Engineering,Michigan,3,3,Completed
1293,Engineering,California,3,9,Completed
1294,HR,Nebraska,3,3,Dropped Out
1295,Marketing,California,6,2,Completed
1296,Web Dev,Texas,9,8,Dropped Out
1297,Data Science,New York,9,6,Dropped Out
1298,HR,California,3,8,Dropped Out
1299,Marketing,Washington,6,7,Dropped Out
1300,Web Dev,Nebraska,3,3,Completed
1301,Web Dev,Washington,3,8,Completed
1302,HR,New York,3,10,Completed
1303,Design,New York,3,1,Completed
1304,Data Science,New Jersey,3,1,Completed
1305,Web Dev,Alaska,3,10,Completed
1306,HR,Washington,6,8,Dropped Out
1307,HR,New Jersey,9,9,Dropped Out
1308,Marketing,Texas,3,10,Completed
1309,Design,Illinois,9,6,Dropped Out
1310,Data Science,Nebraska,6,5,Dropped Out
1311,Engineering,Illinois,6,2,Dropped Out
1312,Marketing,Hawaii,6,9,Dropped Out
1313,Web Dev,Texas,3,6,Completed
1314,Web Dev,Texas,9,8,Dropped Out
1315,Marketing,Illinois,6,9,Completed
1316,HR,Washington,9,9,Dropped Out
1317,Web Dev,Alaska,6,8,Dropped Out
1318,Design,Washington,9,10,Dropped Out
1319,Data Science,Illinois,6,8,Completed
1320,Design,Hawaii,3,3,Dropped Out
1321,Web Dev,Washington,3,3,Completed
1322,Engineering,Michigan,3,2,Dropped Out
1323,Data Science,Washington,3,1,Dropped Out
1324,Data Science,New York,3,4,Completed
1325,Marketing,New Jersey,9,2,Dropped Out
1326,Marketing,Nebraska,6,2,Dropped Out
1327,Engineering,Washington,9,5,Dropped Out
1328,HR,Alaska,9,4,Dropped Out
1329,Data Science,Alaska,6,1,Completed
1330,Engineering,Washington,9,9,Dropped Out
1331,Marketing,California,6,4,Completed
1332,Marketing,Texas,9,5,Dropped Out
1333,Data Science,Washington,3,7,Completed
1334,Design,Texas,3,2,Dropped Out
1335,Web Dev,Michigan,3,8,Completed
1336,Marketing,Illinois,6,2,Dropped Out
1337,HR,Michigan,6,10,Completed
1338,HR,Washington,3,5,Completed
1339,Marketing,Alaska,3,2,Completed
1340,Design,California,9,2,Dropped Out
1341,Design,Hawaii,6,4,Dropped Out
1342,Engineering,Texas,3,4,Completed
1343,HR,New Jersey,6,8,Completed
1344,Engineering,Texas,6,6,Dropped Out
1345,HR,New York,9,10,Completed
1346,Web Dev,Nebraska,3,8,Completed
1347,Web Dev,Washington,3,7,Completed
1348,Data Science,Michigan,3,10,Completed
1349,Engineering,New Jersey,3,4,Completed
1350,Marketing,Alaska,9,2,Dropped Out
1351,Engineering,Alaska,3,9,Dropped Out
1352,Marketing,Alaska,9,2,Dropped Out
1353,Design,Hawaii,3,1,Dropped Out
1354,Engineering,New York,9,8,Dropped Out
1355,Design,Alaska,3,10,Dropped Out
1356,Web Dev,Alaska,9,9,Dropped Out
1357,Web Dev,Washington,9,1,Dropped Out
1358,Data Science,New York,9,7,Completed
1359,Engineering,California,3,2,Completed
1360,Design,California,3,6,Dropped Out
1361,Marketing,New York,6,5,Completed
1362,Web Dev,Nebraska,3,1,Dropped Out
1363,Web Dev,Hawaii,3,2,Completed
1364,Marketing,New Jersey,3,2,Completed
1365,Design,Texas,6,10,Completed
1366,Design,Washington,6,10,Completed
1367,Engineering,Illinois,3,6,Dropped Out
1368,Engineering,California,3,1,Completed
1369,HR,New York,3,4,Completed
1370,HR,New Jersey,6,10,Completed
1371,Data Science,New York,3,5,Completed
1372,Web Dev,Texas,3,2,Completed
1373,Engineering,New Jersey,9,2,Completed
1374,Design,California,9,7,Completed
1375,Marketing,Alaska,9,7,Dropped Out
1376,Design,New York,9,6,Completed
1377,Web Dev,Illinois,3,1,Completed
1378,HR,California,6,3,Dropped Out
1379,Design,Michigan,3,9,Completed
1380,Data Science,Illinois,6,10,Completed
1381,Web Dev,Nebraska,3,1,Completed
1382,HR,Hawaii,6,2,Completed
1383,Marketing,California,6,8,Completed
1384,HR,Alaska,3,7,Dropped Out
1385,Data Science,California,6,9,Completed
1386,Web Dev,Texas,3,10,Completed
1387,Marketing,New Jersey,3,4,Completed
1388,Data Science,New York,3,4,Completed
1389,HR,New Jersey,3,7,Dropped Out
1390,Data Science,New Jersey,3,1,Completed
1391,Web Dev,California,9,10,Dropped Out
1392,Engineering,Texas,3,9,Completed
1393,Data Science,New York,3,2,Dropped Out
1394,Data Science,New York,3,1,Completed
1395,HR,New Jersey,6,7,Dropped Out
1396,HR,Nebraska,6,6,Completed
1397,Marketing,Hawaii,6,3,Dropped Out
1398,HR,Texas,6,1,Dropped Out
1399,Design,Nebraska,9,5,Dropped Out
1400,Web Dev,Washington,9,10,Dropped Out
1401,Web Dev,Washington,6,4,Dropped Out
1402,Engineering,Illinois,3,5,Dropped Out
1403,Engineering,New Jersey,6,1,Dropped Out
1404,Web Dev,New York,6,1,Dropped Out
1405,Engineering,California,6,5,Dropped Out
1406,Marketing,New York,9,6,Completed
1407,HR,New York,6,5,Completed
1408,Web Dev,Alaska,9,2,Dropped Out
1409,Engineering,New York,3,9,Completed
1410,Web Dev,Illinois,3,5,Completed
1411,Design,Nebraska,3,5,Completed
1412,Data Science,Washington,9,10,Dropped Out
1413,HR,New York,9,9,Dropped Out
1414,Web Dev,New York,6,3,Dropped Out
1415,Data Science,Alaska,6,5,Completed
1416,Engineering,Texas,6,5,Dropped Out
1417,Data Science,California,9,2,Completed
1418,HR,Texas,9,4,Completed
1419,Web Dev,California,6,2,Completed
1420,Design,Hawaii,6,5,Completed
1421,Engineering,New York,3,10,Completed
1422,Web Dev,Alaska,6,2,Dropped Out
1423,HR,Michigan,3,10,Completed
1424,Engineering,New Jersey,3,9,Dropped Out
1425,Marketing,Washington,9,10,Dropped Out
1426,Data Science,Nebraska,6,6,Completed
1427,HR,Washington,9,8,Dropped Out
1428,Marketing,Nebraska,3,9,Completed
1429,Web Dev,Hawaii,3,8,Completed
1430,Design,Texas,3,5,Completed
1431,Engineering,Illinois,3,5,Completed
1432,Data Science,New York,3,6,Completed
1433,Engineering,Michigan,3,1,Completed
1434,Web Dev,Nebraska,3,8,Completed
1435,Engineering,New Jersey,3,2,Dropped Out
1436,Data Science,Nebraska,3,6,Completed
1437,Web Dev,Illinois,6,9,Completed
1438,Engineering,Washington,3,3,Completed
1439,Design,Alaska,6,2,Dropped Out
1440,HR,Washington,6,10,Completed
1441,Web Dev,Hawaii,3,5,Dropped Out
1442,HR,Alaska,9,9,Completed
1443,Web Dev,Washington,6,6,Completed
1444,Design,New Jersey,6,8,Completed
1445,HR,Washington,3,8,Completed
1446,Marketing,New Jersey,6,7,Dropped Out
1447,Data Science,New Jersey,9,5,Completed
1448,Marketing,Alaska,3,2,Completed
1449,Engineering,Texas,3,10,Completed
1450,Design,California,3,10,Dropped Out
1451,Marketing,New York,6,5,Completed
1452,Web Dev,Nebraska,3,7,Completed
1453,Engineering,California,6,7,Completed
1454,Engineering,Illinois,3,2,Dropped Out
1455,Marketing,Texas,9,7,Dropped Out
1456,Marketing,California,3,6,Completed
1457,Design,Alaska,3,7,Completed
1458,Data Science,Illinois,6,8,Completed
1459,Marketing,Michigan,3,4,Completed
1460,Marketing,Texas,3,1,Completed
1461,HR,California,3,8,Completed
1462,Web Dev,Illinois,6,8,Completed
1463,HR,Michigan,9,3,Dropped Out
1464,HR,Washington,9,3,Dropped Out
1465,Engineering,Illinois,3,5,Dropped Out
1466,Data Science,Alaska,3,3,Completed
1467,Web Dev,Washington,6,5,Dropped Out
1468,Design,Alaska,6,8,Dropped Out
1469,Design,California,3,1,Dropped Out
1470,Marketing,New York,3,2,Dropped Out
1471,Marketing,California,3,2,Completed
1472,Design,Washington,6,4,Completed
1473,Marketing,New Jersey,3,9,Dropped Out
1474,Data Science,California,9,2,Dropped Out
1475,HR,Washington,3,9,Completed
1476,Marketing,Illinois,3,7,Completed
1477,Engineering,Hawaii,3,10,Completed
1478,Marketing,California,3,8,Completed
1479,Web Dev,Illinois,3,1,Dropped Out
1480,Data Science,Alaska,3,5,Completed
1481,Web Dev,Texas,3,9,Completed
1482,Web Dev,New York,3,4,Completed
1483,Engineering,Alaska,3,2,Completed
1484,Data Science,Alaska,9,6,Completed
1485,Data Science,Washington,6,2,Completed
1486,Data Science,New Jersey,6,3,Completed
1487,Data Science,Nebraska,3,8,Completed
1488,Data Science,Hawaii,3,3,Completed
1489,Engineering,New Jersey,3,2,Dropped Out
1490,Marketing,Washington,6,6,Dropped Out
1491,Web Dev,New York,3,3,Dropped Out
1492,Data Science,Hawaii,3,1,Completed
1493,Marketing,Hawaii,6,3,Dropped Out
1494,Marketing,Washington,3,6,Completed
1495,Web Dev,Michigan,3,3,Dropped Out
1496,Engineering,Alaska,3,9,Completed
1497,Design,Texas,6,7,Dropped Out
1498,Design,Michigan,6,5,Completed
1499,Marketing,Washington,3,2,Completed
1500,HR,Michigan,3,9,Completed
1501,HR,Texas,6,5,Dropped Out
1502,Web Dev,Washington,3,7,Completed
1503,Design,Washington,6,9,Dropped Out
1504,Marketing,Hawaii,6,4,Dropped Out
1505,Engineering,Michigan,3,9,Completed
1506,Design,Illinois,3,1,Dropped Out
1507,Marketing,California,6,6,Completed
1508,Marketing,Washington,3,2,Dropped Out
1509,Data Science,Michigan,3,8,Completed
1510,Engineering,Nebraska,6,5,Completed
1511,Data Science,New York,3,3,Dropped Out
1512,Web Dev,Nebraska,3,2,Dropped Out
1513,Data Science,Michigan,3,8,Completed
1514,Data Science,Alaska,6,7,Completed
1515,Design,Alaska,3,9,Dropped Out
1516,HR,Michigan,9,8,Completed
1517,Marketing,Hawaii,6,4,Completed
1518,Engineering,Hawaii,3,2,Completed
1519,Data Science,Washington,3,2,Dropped Out
1520,Engineering,Texas,3,2,Completed
1521,HR,California,6,6,Dropped Out
1522,HR,Washington,9,7,Completed
1523,Data Science,Nebraska,6,6,Completed
1524,Web Dev,California,3,2,Completed
1525,Data Science,Nebraska,6,4,Completed
1526,Design,Hawaii,3,3,Dropped Out
1527,Marketing,Michigan,6,4,Completed
1528,Web Dev,Texas,6,5,Dropped Out
1529,Data Science,Nebraska,3,7,Completed
1530,Engineering,Hawaii,3,9,Completed
1531,Web Dev,Texas,6,2,Completed
1532,Web Dev,Washington,6,8,Completed
1533,Data Science,Michigan,3,3,Completed
1534,Web Dev,New York,3,9,Completed
1535,Engineering,Alaska,6,10,Completed
1536,HR,New Jersey,3,4,Completed
1537,Web Dev,Texas,3,3,Dropped Out
1538,HR,New York,3,10,Completed
1539,Engineering,New York,3,6,Dropped Out
1540,Data Science,Texas,6,10,Completed
1541,Marketing,New York,9,9,Dropped Out
1542,Web Dev,Nebraska,6,7,Completed
1543,Marketing,New York,3,4,Completed
1544,Engineering,Hawaii,6,3,Completed
1545,Web Dev,California,3,10,Completed
1546,HR,Nebraska,3,4,Dropped Out
1547,Design,New York,9,3,Dropped Out
1548,Marketing,Washington,3,3,Completed
1549,Web Dev,Alaska,9,9,Dropped Out
1550,Marketing,Michigan,3,4,Dropped Out
1551,Web Dev,New York,6,9,Completed
1552,Data Science,Illinois,3,10,Completed
1553,HR,Alaska,3,5,Dropped Out
1554,Marketing,Washington,3,7,Completed
1555,Design,Hawaii,9,5,Dropped Out
1556,Design,New York,6,1,Dropped Out
1557,Engineering,Hawaii,9,2,Dropped Out
1558,Web Dev,New York,6,5,Completed
1559,Marketing,New Jersey,9,6,Dropped Out
1560,Engineering,California,3,7,Completed
1561,Marketing,Hawaii,3,2,Completed
1562,Web Dev,California,6,10,Dropped Out
1563,Design,Alaska,6,9,Completed
1564,Data Science,New Jersey,6,6,Completed
1565,Design,Michigan,3,2,Dropped Out
1566,Engineering,Nebraska,3,2,Completed
1567,HR,California,9,3,Dropped Out
1568,Data Science,New Jersey,6,1,Completed
1569,Engineering,California,3,9,Completed
1570,Web Dev,Texas,6,10,Completed
1571,Data Science,Washington,9,4,Dropped Out
1572,Engineering,Michigan,3,5,Dropped Out
1573,Web Dev,Washington,9,7,Completed
1574,Design,New York,9,1,Dropped Out
1575,HR,California,9,3,Dropped Out
1576,Web Dev,New York,9,3,Dropped Out
1577,Marketing,Illinois,6,2,Dropped Out
1578,Web Dev,California,3,8,Completed
1579,Web Dev,New Jersey,3,5,Completed
1580,HR,Michigan,3,1,Dropped Out
1581,Marketing,New York,3,2,Dropped Out
1582,Engineering,California,3,1,Dropped Out
1583,Engineering,Illinois,3,6,Completed
1584,Web Dev,Washington,3,9,Completed
1585,Marketing,New Jersey,3,7,Completed
1586,Marketing,Texas,9,5,Dropped Out
1587,HR,California,3,3,Completed
1588,Design,Texas,6,8,Dropped Out
1589,Engineering,Alaska,6,10,Completed
1590,HR,Michigan,3,4,Dropped Out
1591,Data Science,California,9,9,Dropped Out
1592,Engineering,Hawaii,6,5,Completed
1593,HR,Illinois,3,6,Completed
1594,Engineering,New York,3,5,Dropped Out
1595,Design,Hawaii,3,10,Completed
1596,Data Science,Alaska,3,7,Completed
1597,Design,Michigan,3,7,Completed
1598,Data Science,Washington,6,1,Dropped Out
1599,Web Dev,New Jersey,9,2,Dropped Out
1600,HR,Texas,6,7,Completed
1601,Data Science,Alaska,3,8,Completed
1602,Design,New York,3,4,Completed
1603,Engineering,New Jersey,3,6,Completed
1604,Data Science,Washington,3,10,Completed
1605,HR,New York,3,3,Completed
1606,Data Science,Illinois,9,7,Completed
1607,Marketing,Texas,3,3,Completed
1608,Engineering,Hawaii,9,7,Dropped Out
1609,HR,California,3,8,Completed
1610,HR,Alaska,9,3,Dropped Out
1611,Web Dev,California,6,2,Dropped Out
1612,Design,New Jersey,6,6,Completed
1613,Web Dev,California,3,4,Completed
1614,HR,Hawaii,9,8,Completed
1615,Engineering,Nebraska,9,2,Dropped Out
1616,Data Science,New Jersey,6,4,Dropped Out
1617,Data Science,Texas,6,2,Completed
1618,Engineering,New York,6,2,Completed
1619,HR,Texas,3,2,Dropped Out
1620,Data Science,California,6,1,Completed
1621,Data Science,Michigan,9,4,Completed
1622,Data Science,New Jersey,3,2,Dropped Out
1623,Design,New York,3,9,Completed
1624,Design,Washington,3,9,Dropped Out
1625,Marketing,Illinois,6,7,Completed
1626,Web Dev,Texas,3,6,Completed
1627,Engineering,Texas,3,3,Dropped Out
1628,Engineering,New Jersey,3,7,Completed
1629,Engineering,Michigan,6,1,Dropped Out
1630,Marketing,California,3,9,Completed
1631,Design,California,6,4,Dropped Out
1632,HR,New Jersey,3,6,Completed
1633,HR,Texas,6,6,Completed
1634,Marketing,New York,9,3,Dropped Out
1635,HR,Illinois,3,4,Dropped Out
1636,Engineering,New Jersey,3,10,Dropped Out
1637,Web Dev,New York,9,3,Completed
1638,Data Science,New York,3,6,Completed
1639,Design,Washington,3,1,Dropped Out
1640,Design,Hawaii,9,8,Dropped Out
1641,Marketing,Nebraska,9,8,Completed
1642,Design,Illinois,6,9,Completed
1643,Engineering,Alaska,3,6,Completed
1644,HR,Michigan,3,1,Dropped Out
1645,Engineering,Nebraska,3,3,Completed
1646,Marketing,Washington,6,1,Dropped Out
1647,Engineering,Illinois,6,5,Dropped Out
1648,HR,California,9,3,Completed
1649,Web Dev,Nebraska,3,2,Completed
1650,Marketing,California,6,3,Dropped Out
1651,Web Dev,Michigan,3,9,Completed
1652,Data Science,California,3,8,Completed
1653,Web Dev,Michigan,6,3,Completed
1654,Data Science,Illinois,3,2,Completed
1655,Data Science,Texas,6,5,Completed
1656,Web Dev,Michigan,6,1,Completed
1657,Marketing,New York,9,4,Dropped Out
1658,HR,Alaska,6,8,Completed
1659,Engineering,Alaska,9,1,Dropped Out
1660,Engineering,New Jersey,6,5,Completed
1661,HR,Alaska,3,4,Completed
1662,Data Science,New Jersey,3,6,Completed
1663,Data Science,Alaska,6,7,Completed
1664,Marketing,Michigan,6,9,Completed
1665,Design,New York,6,1,Dropped Out
1666,Web Dev,Texas,3,10,Completed
1667,Data Science,California,3,4,Completed
1668,Engineering,Washington,3,6,Completed
1669,Marketing,Alaska,6,10,Completed
1670,Web Dev,Texas,6,7,Completed
1671,Marketing,Texas,6,7,Completed
1672,Web Dev,Michigan,3,8,Completed
1673,Web Dev,Illinois,3,10,Completed
1674,HR,Illinois,6,8,Dropped Out
1675,Data Science,Alaska,6,8,Completed
1676,Marketing,Washington,3,8,Dropped Out
1677,Marketing,Alaska,6,8,Completed
1678,HR,Alaska,3,6,Dropped Out
1679,Engineering,New Jersey,6,9,Completed
1680,Engineering,New York,9,3,Dropped Out
1681,Data Science,New York,6,6,Completed
1682,Data Science,Washington,6,5,Completed
1683,Design,New Jersey,3,8,Dropped Out
1684,HR,Texas,6,4,Completed
1685,Engineering,New Jersey,6,4,Dropped Out
1686,Web Dev,Alaska,6,10,Completed
1687,Marketing,Illinois,6,10,Completed
1688,Data Science,Nebraska,3,5,Completed
1689,Marketing,Washington,9,6,Completed
1690,Marketing,Texas,6,4,Completed
1691,Design,Michigan,3,2,Completed
1692,Engineering,Nebraska,6,2,Dropped Out
1693,Data Science,Nebraska,3,3,Completed
1694,Marketing,New Jersey,3,2,Completed
1695,Data Science,California,3,1,Completed
1696,Web Dev,Nebraska,6,8,Dropped Out
1697,Design,Alaska,9,5,Dropped Out
1698,Web Dev,Hawaii,6,10,Completed
1699,Data Science,Illinois,6,1,Completed
1700,Data Science,Illinois,3,9,Completed
1701,Engineering,Hawaii,3,8,Completed
1702,Marketing,New York,3,4,Completed
1703,Marketing,Alaska,6,8,Completed
1704,Web Dev,Michigan,9,10,Completed
1705,Design,Nebraska,3,7,Dropped Out
1706,HR,New York,6,7,Dropped Out
1707,Marketing,Alaska,9,1,Dropped Out
1708,Engineering,New Jersey,3,6,Completed
1709,Web Dev,Illinois,6,4,Completed
1710,Web Dev,New York,6,10,Completed
1711,HR,Washington,6,10,Completed
1712,Engineering,Nebraska,3,10,Completed
1713,Design,Nebraska,6,2,Dropped Out
1714,Engineering,Michigan,6,10,Completed
1715,Design,California,3,7,Completed
1716,Engineering,Washington,6,9,Completed
1717,Engineering,Nebraska,3,5,Completed
1718,Data Science,Texas,9,8,Completed
1719,Web Dev,Washington,6,5,Dropped Out
1720,Engineering,Nebraska,9,7,Completed
1721,HR,Hawaii,3,7,Completed
1722,Engineering,Washington,3,9,Completed
1723,Marketing,Alaska,3,3,Dropped Out
1724,Web Dev,Washington,3,1,Dropped Out
1725,Marketing,Michigan,3,2,Completed
1726,Web Dev,New Jersey,6,6,Completed
1727,Marketing,New Jersey,3,10,Completed
1728,Engineering,New Jersey,6,10,Completed
1729,Engineering,Alaska,3,9,Completed
1730,Data Science,New York,6,3,Completed
1731,HR,New Jersey,6,10,Completed
1732,Marketing,Illinois,6,2,Dropped Out
1733,Design,Alaska,9,1,Dropped Out
1734,Data Science,New York,3,2,Dropped Out
1735,Marketing,Illinois,3,3,Completed
1736,Marketing,Illinois,3,7,Completed
1737,Data Science,Illinois,3,2,Completed
1738,Engineering,Texas,6,5,Completed
1739,Marketing,Michigan,3,2,Dropped Out
1740,Engineering,Michigan,6,7,Completed
1741,Data Science,Alaska,3,10,Completed
1742,Engineering,Illinois,9,8,Completed
1743,Web Dev,Hawaii,9,8,Completed
1744,Design,Washington,3,8,Completed
1745,Marketing,New York,3,10,Dropped Out
1746,HR,Michigan,9,9,Completed
1747,Design,New Jersey,9,1,Dropped Out
1748,Engineering,Alaska,3,1,Completed
1749,Marketing,New York,3,10,Completed
1750,Engineering,Alaska,9,2,Dropped Out
1751,Web Dev,Hawaii,6,6,Completed
1752,Data Science,Texas,3,1,Dropped Out
1753,Marketing,Texas,6,5,Dropped Out
1754,Web Dev,Illinois,9,5,Dropped Out
1755,Web Dev,Texas,9,4,Dropped Out
1756,Marketing,Alaska,6,5,Dropped Out
1757,Engineering,New Jersey,6,1,Dropped Out
1758,HR,Illinois,3,6,Completed
1759,Web Dev,Nebraska,9,7,Dropped Out
1760,Design,New York,3,8,Completed
1761,Web Dev,Hawaii,9,2,Dropped Out
1762,HR,Illinois,3,7,Completed
1763,Engineering,Alaska,9,6,Completed
1764,Engineering,New York,3,9,Completed
1765,Design,New Jersey,6,8,Dropped Out
1766,Web Dev,California,3,4,Completed
1767,Engineering,Hawaii,6,9,Completed
1768,HR,Alaska,9,1,Dropped Out
1769,Marketing,Hawaii,6,6,Dropped Out
1770,Data Science,Michigan,6,8,Completed
1771,Data Science,California,3,4,Dropped Out
1772,Data Science,New York,9,2,Dropped Out
1773,Web Dev,Texas,6,2,Dropped Out
1774,Design,Alaska,6,10,Completed
1775,Engineering,Hawaii,6,1,Dropped Out
1776,Marketing,New York,6,5,Dropped Out
1777,HR,Texas,3,6,Dropped Out
1778,Marketing,New Jersey,6,4,Dropped Out
1779,HR,New Jersey,6,4,Dropped Out
1780,Web Dev,Hawaii,9,5,Dropped Out
1781,Data Science,Illinois,9,5,Completed
1782,Web Dev,Michigan,3,9,Completed
1783,Design,Illinois,3,8,Dropped Out
1784,Design,Michigan,3,9,Completed
1785,HR,Alaska,3,3,Completed
1786,Engineering,Nebraska,6,3,Dropped Out
1787,Engineering,Hawaii,9,1,Dropped Out
1788,HR,Washington,3,10,Completed
1789,Design,Hawaii,3,6,Completed
1790,Design,California,9,4,Dropped Out
1791,Design,Texas,9,8,Completed
1792,Web Dev,California,6,2,Dropped Out
1793,Design,New Jersey,6,2,Dropped Out
1794,Marketing,Michigan,6,7,Dropped Out
1795,Data Science,Texas,3,5,Completed
1796,Design,New Jersey,3,1,Dropped Out
1797,HR,Texas,3,7,Dropped Out
1798,Data Science,Illinois,3,7,Completed
1799,Web Dev,New Jersey,9,10,Dropped Out
1800,HR,Illinois,6,6,Completed
1801,Data Science,Illinois,3,4,Completed
1802,HR,Texas,3,8,Dropped Out
1803,Web Dev,New York,3,2,Completed
1804,Marketing,California,6,2,Completed
1805,Web Dev,New Jersey,9,2,Dropped Out
1806,Web Dev,Washington,3,3,Dropped Out
1807,HR,New York,3,6,Completed
1808,Engineering,California,6,1,Dropped Out
1809,Design,New Jersey,6,2,Dropped Out
1810,Design,Michigan,3,10,Completed
1811,Marketing,California,6,2,Dropped Out
1812,Marketing,Washington,6,1,Completed
1813,Design,Hawaii,3,3,Dropped Out
1814,Engineering,Alaska,3,10,Dropped Out
1815,Design,Illinois,3,7,Completed
1816,Engineering,Alaska,9,1,Dropped Out
1817,Marketing,New York,9,7,Completed
1818,Data Science,Hawaii,9,5,Dropped Out
1819,HR,Illinois,6,9,Dropped Out
1820,Marketing,New Jersey,6,2,Dropped Out
1821,Marketing,New York,6,1,Dropped Out
1822,Web Dev,Washington,9,9,Dropped Out
1823,Web Dev,Texas,3,8,Dropped Out
1824,Web Dev,New Jersey,6,10,Completed
1825,HR,California,6,6,Completed
1826,Web Dev,Texas,6,5,Completed
1827,Engineering,New York,3,8,Completed
1828,Design,California,6,8,Dropped Out
1829,Data Science,Washington,6,5,Completed
1830,Marketing,Alaska,3,7,Completed
1831,Engineering,California,6,1,Dropped Out
1832,Data Science,Alaska,3,4,Completed
1833,Engineering,Illinois,9,2,Dropped Out
1834,Engineering,Michigan,6,10,Completed
1835,Marketing,Nebraska,6,3,Dropped Out
1836,Design,New Jersey,3,1,Dropped Out
1837,Web Dev,Nebraska,3,2,Completed
1838,HR,Illinois,6,1,Completed
1839,Design,California,3,8,Dropped Out
1840,HR,Illinois,6,4,Completed
1841,Marketing,Nebraska,3,3,Dropped Out
1842,Marketing,Nebraska,9,1,Dropped Out
1843,Marketing,New Jersey,6,2,Dropped Out
1844,Data Science,Texas,3,3,Completed
1845,HR,Hawaii,6,3,Completed
1846,Design,Illinois,9,6,Dropped Out
1847,Design,Michigan,6,10,Dropped Out
1848,Engineering,Hawaii,3,8,Completed
1849,Engineering,Illinois,6,6,Dropped Out
1850,Engineering,Washington,3,2,Dropped Out
1851,Marketing,New York,3,2,Completed
1852,Design,New York,3,7,Dropped Out
1853,HR,Nebraska,6,1,Dropped Out
1854,Marketing,New York,3,1,Dropped Out
1855,Data Science,Alaska,9,7,Completed
1856,Engineering,Michigan,3,9,Completed
1857,Marketing,New York,3,5,Dropped Out
1858,Marketing,California,3,1,Dropped Out
1859,Data Science,Alaska,3,5,Completed
1860,Web Dev,Hawaii,6,1,Dropped Out
1861,Design,Alaska,3,10,Completed
1862,HR,Illinois,3,9,Completed
1863,Web Dev,Nebraska,3,4,Completed
1864,Engineering,New Jersey,3,9,Completed
1865,Marketing,New Jersey,3,2,Completed
1866,Data Science,Washington,6,7,Dropped Out
1867,Data Science,Michigan,6,2,Dropped Out
1868,Design,Illinois,6,4,Completed
1869,Web Dev,New Jersey,6,6,Completed
1870,Design,Nebraska,6,2,Completed
1871,Marketing,Hawaii,9,2,Dropped Out
1872,Design,New Jersey,3,2,Dropped Out
1873,HR,California,3,3,Dropped Out
1874,Data Science,Alaska,3,5,Completed
1875,Data Science,New Jersey,3,9,Completed
1876,Engineering,Illinois,3,6,Completed
1877,Engineering,New York,6,9,Completed
1878,Marketing,New York,3,10,Completed
1879,HR,Hawaii,9,5,Dropped Out
1880,Web Dev,New York,3,6,Dropped Out
1881,Design,Hawaii,3,10,Completed
1882,Marketing,Illinois,9,8,Completed
1883,Engineering,Michigan,9,3,Dropped Out
1884,Design,New York,3,2,Completed
1885,Engineering,Washington,6,3,Completed
1886,Design,Nebraska,9,9,Dropped Out
1887,Web Dev,Alaska,3,6,Dropped Out
1888,Marketing,New York,3,10,Completed
1889,Design,Hawaii,9,4,Dropped Out
1890,HR,Illinois,6,10,Completed
1891,Data Science,New York,3,3,Completed
1892,HR,New Jersey,6,2,Dropped Out
1893,HR,New York,3,4,Dropped Out
1894,Data Science,Hawaii,9,9,Dropped Out
1895,HR,California,3,4,Dropped Out
1896,Design,California,9,5,Dropped Out
1897,Design,New York,6,8,Dropped Out
1898,Design,Alaska,3,2,Completed
1899,Data Science,Illinois,3,3,Completed
1900,HR,Washington,6,6,Completed
1901,Data Science,Washington,9,7,Completed
1902,Design,New York,3,4,Dropped Out
1903,HR,New York,3,1,Completed
1904,HR,California,6,7,Dropped Out
1905,Engineering,Hawaii,6,9,Dropped Out
1906,Engineering,Alaska,3,1,Dropped Out
